meeting_date,track_name,race_number,race_distance,track_condition,race_class,runner_name,runner_number,barrier_draw,weight_kg,jockey,trainer,jt_pair,fixed_odds_win,fixed_odds_win_open,odds_drift,win_rate_last5,place_rate_last5,jt_pair_win_rate,form_rating_dfs,early_speed_rating,early_speed_band,win_flag
2025-02-07,TRACK_3,4,1800,Good3,CL6,HORSE_243_10,11,9,59.3,JOCKEY_67,TRAINER_25,JOCKEY_27 / TRAINER_25,17.79,19.86,-2.07,0.0999,0.2655,0.0011,62.0,70,BACKMARKER,0
2025-02-07,TRACK_3,4,1800,Good3,CL6,HORSE_243_11,12,14,58.9,JOCKEY_0,TRAINER_29,JOCKEY_30 / TRAINER_49,18.28,19.67,-1.39,0.3142,0.444,0.1381,68.0,12,LEADER,0
2025-02-07,TRACK_3,4,1800,Good3,CL6,HORSE_243_12,13,16,57.5,JOCKEY_52,TRAINER_28,JOCKEY_27 / TRAINER_5,12.7,10.71,2.0,0.2693,0.5081,0.1301,69.0,67,MIDFIELD,0
2025-02-07,TRACK_3,4,1800,Good3,CL6,HORSE_243_13,14,7,55.4,JOCKEY_20,TRAINER_21,JOCKEY_79 / TRAINER_24,4.19,4.13,0.06,0.1264,0.3698,0.1146,75.0,35,MIDFIELD,1
2025-02-07,TRACK_3,4,1800,Good3,CL6,HORSE_243_14,15,4,59.1,JOCKEY_49,TRAINER_38,JOCKEY_77 / TRAINER_29,6.71,8.27,-1.56,0.2939,0.4233,0.2281,74.0,64,MIDFIELD,0
2025-02-07,TRACK_3,4,1800,Good3,CL6,HORSE_243_15,16,2,57.4,JOCKEY_18,TRAINER_28,JOCKEY_64 / TRAINER_22,7.22,5.92,1.3,0.3715,0.673,0.2217,68.0,61,MIDFIELD,0
2025-01-03,TRACK_4,5,1400,Firm2,BM58,HORSE_244_0,1,4,59.8,JOCKEY_33,TRAINER_45,JOCKEY_0 / TRAINER_13,2.62,2.1,0.52,0.0589,0.2027,0.253,99.0,32,LEADER,1
2025-01-03,TRACK_4,5,1400,Firm2,BM58,HORSE_244_1,2,3,60.0,JOCKEY_22,TRAINER_20,JOCKEY_63 / TRAINER_14,7.47,5.62,1.85,0.0071,0.1081,0.0096,82.0,18,LEADER,0
2025-01-03,TRACK_4,5,1400,Firm2,BM58,HORSE_244_2,3,2,61.1,JOCKEY_41,TRAINER_40,JOCKEY_53 / TRAINER_46,26.29,25.27,1.03,0.0981,0.4497,0.1529,84.0,54,MIDFIELD,0
2025-01-03,TRACK_4,5,1400,Firm2,BM58,HORSE_244_3,4,1,59.7,JOCKEY_44,TRAINER_26,JOCKEY_77 / TRAINER_12,18.91,19.13,-0.23,0.3731,0.5793,0.123,73.0,74,BACKMARKER,0
2025-01-03,TRACK_4,5,1400,Firm2,BM58,HORSE_244_4,5,5,59.4,JOCKEY_63,TRAINER_0,JOCKEY_22 / TRAINER_34,21.4,21.75,-0.35,0.2052,0.4956,0.1218,68.0,28,LEADER,0
2025-01-03,TRACK_4,5,1400,Firm2,BM58,HORSE_244_5,6,6,61.6,JOCKEY_54,TRAINER_29,JOCKEY_42 / TRAINER_0,34.23,34.56,-0.33,0.2677,0.6489,0.0238,93.0,42,MIDFIELD,0
2025-08-21,TRACK_5,6,2400,Firm2,CL6,HORSE_245_0,1,4,59.2,JOCKEY_54,TRAINER_49,JOCKEY_72 / TRAINER_3,24.22,26.24,-2.01,0.1255,0.4026,0.0769,85.0,95,BACKMARKER,0
2025-08-21,TRACK_5,6,2400,Firm2,CL6,HORSE_245_1,2,3,56.1,JOCKEY_47,TRAINER_20,JOCKEY_5 / TRAINER_37,7.13,8.63,-1.5,0.0485,0.3251,0.0259,65.0,96,BACKMARKER,0
2025-08-21,TRACK_5,6,2400,Firm2,CL6,HORSE_245_2,3,2,57.0,JOCKEY_79,TRAINER_31,JOCKEY_76 / TRAINER_12,13.68,14.22,-0.54,0.0455,0.2358,0.2423,100.0,16,LEADER,0
2025-08-21,TRACK_5,6,2400,Firm2,CL6,HORSE_245_3,4,5,61.3,JOCKEY_74,TRAINER_35,JOCKEY_26 / TRAINER_17,4.04,3.91,0.13,0.1924,0.5435,0.0809,102.0,12,LEADER,1
2025-08-21,TRACK_5,6,2400,Firm2,CL6,HORSE_245_4,5,6,54.2,JOCKEY_42,TRAINER_36,JOCKEY_34 / TRAINER_11,20.7,20.42,0.28,0.344,0.4706,0.2347,85.0,61,MIDFIELD,0
2025-08-21,TRACK_5,6,2400,Firm2,CL6,HORSE_245_5,6,7,56.2,JOCKEY_51,TRAINER_23,JOCKEY_77 / TRAINER_48,32.36,31.82,0.54,0.1667,0.3825,0.0723,102.0,77,BACKMARKER,0
2025-08-21,TRACK_5,6,2400,Firm2,CL6,HORSE_245_6,7,1,61.5,JOCKEY_49,TRAINER_11,JOCKEY_19 / TRAINER_26,38.04,38.93,-0.89,0.2835,0.5163,0.1212,103.0,85,BACKMARKER,0
2025-07-08,TRACK_6,7,1300,HVY9,MDN,HORSE_246_0,1,8,55.7,JOCKEY_7,TRAINER_18,JOCKEY_31 / TRAINER_19,9.52,10.57,-1.06,0.2529,0.6063,0.2769,96.0,68,BACKMARKER,0
2025-07-08,TRACK_6,7,1300,HVY9,MDN,HORSE_246_1,2,3,56.9,JOCKEY_25,TRAINER_45,JOCKEY_68 / TRAINER_39,18.92,18.3,0.62,0.0097,0.1847,0.0511,88.0,67,MIDFIELD,0
2025-07-08,TRACK_6,7,1300,HVY9,MDN,HORSE_246_2,3,6,56.0,JOCKEY_16,TRAINER_35,JOCKEY_1 / TRAINER_12,24.7,25.63,-0.93,0.3277,0.6855,0.1391,70.0,30,LEADER,0
2025-07-08,TRACK_6,7,1300,HVY9,MDN,HORSE_246_3,4,9,60.1,JOCKEY_56,TRAINER_5,JOCKEY_4 / TRAINER_24,1.2,1.89,-0.69,0.2426,0.481,0.2696,104.0,59,MIDFIELD,1
2025-07-08,TRACK_6,7,1300,HVY9,MDN,HORSE_246_4,5,4,59.1,JOCKEY_70,TRAINER_24,JOCKEY_72 / TRAINER_30,14.65,15.32,-0.67,0.3939,0.6842,0.2305,74.0,15,LEADER,0
2025-07-08,TRACK_6,7,1300,HVY9,MDN,HORSE_246_5,6,7,56.3,JOCKEY_55,TRAINER_4,JOCKEY_0 / TRAINER_8,9.6,10.22,-0.62,0.2194,0.5241,0.1536,72.0,87,BACKMARKER,0
2025-07-08,TRACK_6,7,1300,HVY9,MDN,HORSE_246_6,7,2,61.9,JOCKEY_17,TRAINER_40,JOCKEY_60 / TRAINER_30,29.34,31.0,-1.66,0.0624,0.2644,0.2725,97.0,84,BACKMARKER,0
2025-07-08,TRACK_6,7,1300,HVY9,MDN,HORSE_246_7,8,1,59.2,JOCKEY_69,TRAINER_3,JOCKEY_36 / TRAINER_3,26.42,26.5,-0.08,0.2945,0.684,0.2088,103.0,24,LEADER,0
2025-07-08,TRACK_6,7,1300,HVY9,MDN,HORSE_246_8,9,5,55.1,JOCKEY_61,TRAINER_24,JOCKEY_25 / TRAINER_9,34.92,35.28,-0.36,0.2601,0.5917,0.1883,78.0,64,MIDFIELD,0
2025-11-20,TRACK_7,8,1100,Firm1,CL1,HORSE_247_0,1,12,54.7,JOCKEY_79,TRAINER_29,JOCKEY_41 / TRAINER_20,26.23,26.5,-0.27,0.211,0.3301,0.008,85.0,29,LEADER,0
2025-11-20,TRACK_7,8,1100,Firm1,CL1,HORSE_247_1,2,4,59.3,JOCKEY_29,TRAINER_43,JOCKEY_24 / TRAINER_14,18.33,19.09,-0.77,0.2809,0.3877,0.2697,75.0,46,MIDFIELD,0
2025-11-20,TRACK_7,8,1100,Firm1,CL1,HORSE_247_2,3,9,55.5,JOCKEY_5,TRAINER_9,JOCKEY_31 / TRAINER_34,13.81,12.59,1.22,0.1558,0.4702,0.1495,100.0,70,BACKMARKER,0
2025-11-20,TRACK_7,8,1100,Firm1,CL1,HORSE_247_3,4,10,58.5,JOCKEY_41,TRAINER_3,JOCKEY_19 / TRAINER_37,35.1,33.73,1.37,0.229,0.3849,0.2423,63.0,48,MIDFIELD,0
2025-11-20,TRACK_7,8,1100,Firm1,CL1,HORSE_247_4,5,7,56.0,JOCKEY_52,TRAINER_21,JOCKEY_52 / TRAINER_23,28.11,28.45,-0.34,0.0308,0.1332,0.1417,71.0,81,BACKMARKER,0
2025-11-20,TRACK_7,8,1100,Firm1,CL1,HORSE_247_5,6,1,55.3,JOCKEY_51,TRAINER_46,JOCKEY_26 / TRAINER_8,23.56,23.45,0.11,0.0488,0.2177,0.1095,67.0,32,LEADER,0
2025-11-20,TRACK_7,8,1100,Firm1,CL1,HORSE_247_6,7,11,59.9,JOCKEY_77,TRAINER_45,JOCKEY_48 / TRAINER_20,26.63,25.76,0.87,0.182,0.3961,0.2833,60.0,83,BACKMARKER,0
2025-11-20,TRACK_7,8,1100,Firm1,CL1,HORSE_247_7,8,2,57.1,JOCKEY_77,TRAINER_19,JOCKEY_8 / TRAINER_29,2.84,2.17,0.67,0.0612,0.2653,0.1263,102.0,60,MIDFIELD,0
2025-11-20,TRACK_7,8,1100,Firm1,CL1,HORSE_247_8,9,6,58.6,JOCKEY_34,TRAINER_26,JOCKEY_37 / TRAINER_27,10.33,12.04,-1.71,0.0677,0.3731,0.1082,69.0,10,LEADER,0
2025-11-20,TRACK_7,8,1100,Firm1,CL1,HORSE_247_9,10,5,55.7,JOCKEY_67,TRAINER_31,JOCKEY_42 / TRAINER_28,37.0,37.22,-0.23,0.0403,0.3147,0.1815,63.0,65,MIDFIELD,0
2025-11-20,TRACK_7,8,1100,Firm1,CL1,HORSE_247_10,11,8,58.4,JOCKEY_41,TRAINER_15,JOCKEY_79 / TRAINER_43,8.49,7.84,0.65,0.2614,0.4253,0.0539,101.0,10,LEADER,0
2025-11-20,TRACK_7,8,1100,Firm1,CL1,HORSE_247_11,12,3,57.4,JOCKEY_57,TRAINER_18,JOCKEY_56 / TRAINER_46,1.2,1.2,0.0,0.2517,0.4537,0.2603,103.0,86,BACKMARKER,1
2025-12-19,TRACK_8,1,2400,Soft5,CL1,HORSE_248_0,1,2,58.0,JOCKEY_6,TRAINER_27,JOCKEY_63 / TRAINER_25,9.49,10.26,-0.77,0.3479,0.6484,0.0507,92.0,57,MIDFIELD,0
2025-12-19,TRACK_8,1,2400,Soft5,CL1,HORSE_248_1,2,11,56.9,JOCKEY_58,TRAINER_27,JOCKEY_42 / TRAINER_3,37.98,38.77,-0.79,0.1218,0.2381,0.0506,72.0,12,LEADER,0
2025-12-19,TRACK_8,1,2400,Soft5,CL1,HORSE_248_2,3,6,60.2,JOCKEY_49,TRAINER_37,JOCKEY_37 / TRAINER_5,13.46,13.0,0.46,0.2751,0.4127,0.1379,74.0,95,BACKMARKER,0
2025-12-19,TRACK_8,1,2400,Soft5,CL1,HORSE_248_3,4,5,59.9,JOCKEY_32,TRAINER_38,JOCKEY_70 / TRAINER_35,1.2,1.56,-0.36,0.0494,0.3577,0.1859,90.0,23,LEADER,1
2025-12-19,TRACK_8,1,2400,Soft5,CL1,HORSE_248_4,5,9,59.0,JOCKEY_70,TRAINER_26,JOCKEY_39 / TRAINER_17,1.6,1.2,0.4,0.1231,0.2778,0.2779,97.0,26,LEADER,0
2025-12-19,TRACK_8,1,2400,Soft5,CL1,HORSE_248_5,6,1,54.6,JOCKEY_76,TRAINER_17,JOCKEY_12 / TRAINER_11,34.17,32.97,1.21,0.0491,0.3262,0.149,65.0,19,LEADER,0
2025-12-19,TRACK_8,1,2400,Soft5,CL1,HORSE_248_6,7,10,55.9,JOCKEY_4,TRAINER_1,JOCKEY_74 / TRAINER_0,27.59,26.56,1.03,0.3793,0.7689,0.2675,66.0,29,LEADER,0
2025-12-19,TRACK_8,1,2400,Soft5,CL1,HORSE_248_7,8,8,54.8,JOCKEY_15,TRAINER_6,JOCKEY_24 / TRAINER_1,13.85,12.67,1.18,0.1028,0.4614,0.1438,90.0,54,MIDFIELD,0
2025-12-19,TRACK_8,1,2400,Soft5,CL1,HORSE_248_8,9,4,61.8,JOCKEY_22,TRAINER_44,JOCKEY_38 / TRAINER_46,30.95,31.38,-0.43,0.2993,0.5589,0.1078,75.0,65,MIDFIELD,0
2025-12-19,TRACK_8,1,2400,Soft5,CL1,HORSE_248_9,10,7,55.0,JOCKEY_54,TRAINER_5,JOCKEY_71 / TRAINER_10,25.94,26.99,-1.05,0.1832,0.5682,0.1456,91.0,91,BACKMARKER,0
2025-12-19,TRACK_8,1,2400,Soft5,CL1,HORSE_248_10,11,3,61.7,JOCKEY_61,TRAINER_4,JOCKEY_2 / TRAINER_17,16.65,17.61,-0.96,0.2418,0.5016,0.1655,60.0,89,BACKMARKER,0
2025-07-07,TRACK_9,2,1400,HVY8,CL2,HORSE_249_0,1,1,54.5,JOCKEY_68,TRAINER_30,JOCKEY_10 / TRAINER_27,11.95,11.08,0.87,0.1733,0.4838,0.22,77.0,55,MIDFIELD,0
2025-07-07,TRACK_9,2,1400,HVY8,CL2,HORSE_249_1,2,13,58.3,JOCKEY_19,TRAINER_16,JOCKEY_37 / TRAINER_30,36.19,36.54,-0.35,0.3191,0.6151,0.149,97.0,81,BACKMARKER,0
2025-07-07,TRACK_9,2,1400,HVY8,CL2,HORSE_249_2,3,2,61.0,JOCKEY_26,TRAINER_20,JOCKEY_72 / TRAINER_22,26.03,24.79,1.24,0.3169,0.7049,0.1799,60.0,56,MIDFIELD,0
2025-07-07,TRACK_9,2,1400,HVY8,CL2,HORSE_249_3,4,3,56.8,JOCKEY_29,TRAINER_5,JOCKEY_53 / TRAINER_48,4.78,5.79,-1.0,0.3644,0.6336,0.0301,68.0,52,MIDFIELD,0
2025-07-07,TRACK_9,2,1400,HVY8,CL2,HORSE_249_4,5,4,61.4,JOCKEY_0,TRAINER_19,JOCKEY_29 / TRAINER_39,38.24,38.48,-0.24,0.3951,0.6633,0.0997,93.0,64,MIDFIELD,0
2025-07-07,TRACK_9,2,1400,HVY8,CL2,HORSE_249_5,6,5,54.1,JOCKEY_77,TRAINER_26,JOCKEY_55 / TRAINER_46,18.61,18.57,0.04,0.3769,0.5234,0.1463,102.0,97,BACKMARKER,0
2025-07-07,TRACK_9,2,1400,HVY8,CL2,HORSE_249_6,7,11,57.7,JOCKEY_65,TRAINER_46,JOCKEY_76 / TRAINER_4,20.33,19.79,0.54,0.1754,0.3167,0.1996,65.0,81,BACKMARKER,0
2025-07-07,TRACK_9,2,1400,HVY8,CL2,HORSE_249_7,8,7,55.2,JOCKEY_64,TRAINER_11,JOCKEY_69 / TRAINER_26,32.83,31.78,1.05,0.2204,0.5596,0.1394,92.0,23,LEADER,0
2025-07-07,TRACK_9,2,1400,HVY8,CL2,HORSE_249_8,9,6,56.5,JOCKEY_67,TRAINER_5,JOCKEY_1 / TRAINER_42,15.04,16.73,-1.7,0.046,0.2367,0.2553,64.0,27,LEADER,0
2025-07-07,TRACK_9,2,1400,HVY8,CL2,HORSE_249_9,10,8,54.2,JOCKEY_53,TRAINER_17,JOCKEY_2 / TRAINER_25,15.19,14.61,0.58,0.1192,0.3797,0.07,95.0,41,MIDFIELD,0
2025-07-07,TRACK_9,2,1400,HVY8,CL2,HORSE_249_10,11,9,54.3,JOCKEY_62,TRAINER_1,JOCKEY_40 / TRAINER_9,1.61,1.2,0.41,0.1624,0.4717,0.1632,100.0,34,MIDFIELD,1
2025-07-07,TRACK_9,2,1400,HVY8,CL2,HORSE_249_11,12,12,59.7,JOCKEY_9,TRAINER_25,JOCKEY_70 / TRAINER_35,24.76,24.31,0.44,0.0474,0.3052,0.06,80.0,76,BACKMARKER,0
2025-07-07,TRACK_9,2,1400,HVY8,CL2,HORSE_249_12,13,10,59.2,JOCKEY_42,TRAINER_40,JOCKEY_68 / TRAINER_9,7.55,7.58,-0.03,0.1754,0.5642,0.0598,64.0,99,BACKMARKER,0
2025-07-07,TRACK_9,2,1400,HVY8,CL2,HORSE_249_13,14,14,55.7,JOCKEY_62,TRAINER_1,JOCKEY_33 / TRAINER_45,33.44,31.64,1.8,0.3846,0.6996,0.1671,69.0,61,MIDFIELD,0
2025-02-04,TRACK_10,3,1100,HVY10,BM58,HORSE_250_0,1,2,56.5,JOCKEY_77,TRAINER_9,JOCKEY_70 / TRAINER_40,1.2,1.2,0.0,0.3093,0.5836,0.2703,84.0,24,LEADER,1
2025-02-04,TRACK_10,3,1100,HVY10,BM58,HORSE_250_1,2,1,60.1,JOCKEY_25,TRAINER_8,JOCKEY_79 / TRAINER_23,10.11,10.53,-0.41,0.1485,0.4857,0.2949,74.0,52,MIDFIELD,0
2025-02-04,TRACK_10,3,1100,HVY10,BM58,HORSE_250_2,3,5,58.0,JOCKEY_50,TRAINER_1,JOCKEY_3 / TRAINER_10,22.61,22.2,0.41,0.2616,0.4554,0.1457,67.0,48,MIDFIELD,0
2025-02-04,TRACK_10,3,1100,HVY10,BM58,HORSE_250_3,4,3,59.2,JOCKEY_35,TRAINER_37,JOCKEY_19 / TRAINER_20,28.66,29.79,-1.13,0.3213,0.5047,0.0041,63.0,97,BACKMARKER,0
2025-02-04,TRACK_10,3,1100,HVY10,BM58,HORSE_250_4,5,4,54.0,JOCKEY_76,TRAINER_4,JOCKEY_15 / TRAINER_21,36.66,35.84,0.82,0.2287,0.5524,0.2668,82.0,19,LEADER,0
2025-02-04,TRACK_10,3,1100,HVY10,BM58,HORSE_250_5,6,8,61.4,JOCKEY_68,TRAINER_2,JOCKEY_10 / TRAINER_43,32.29,32.11,0.18,0.3556,0.5038,0.093,77.0,87,BACKMARKER,0
2025-02-04,TRACK_10,3,1100,HVY10,BM58,HORSE_250_6,7,6,55.3,JOCKEY_17,TRAINER_48,JOCKEY_1 / TRAINER_46,17.31,18.09,-0.78,0.0881,0.4464,0.2668,69.0,71,BACKMARKER,0
2025-02-04,TRACK_10,3,1100,HVY10,BM58,HORSE_250_7,8,7,56.6,JOCKEY_54,TRAINER_6,JOCKEY_58 / TRAINER_47,9.78,9.58,0.19,0.2053,0.4444,0.0316,94.0,81,BACKMARKER,0
2025-08-07,TRACK_11,4,1000,Soft5,CL2,HORSE_251_0,1,9,54.4,JOCKEY_60,TRAINER_0,JOCKEY_49 / TRAINER_15,34.32,32.65,1.67,0.3646,0.7588,0.0605,66.0,49,MIDFIELD,0
2025-08-07,TRACK_11,4,1000,Soft5,CL2,HORSE_251_1,2,13,55.3,JOCKEY_17,TRAINER_7,JOCKEY_70 / TRAINER_20,39.12,38.98,0.14,0.0994,0.385,0.1454,67.0,34,MIDFIELD,0
2025-08-07,TRACK_11,4,1000,Soft5,CL2,HORSE_251_2,3,3,58.7,JOCKEY_36,TRAINER_20,JOCKEY_32 / TRAINER_16,6.24,5.87,0.37,0.0538,0.2256,0.2267,86.0,83,BACKMARKER,0
2025-08-07,TRACK_11,4,1000,Soft5,CL2,HORSE_251_3,4,10,56.3,JOCKEY_39,TRAINER_46,JOCKEY_14 / TRAINER_11,31.79,33.94,-2.15,0.246,0.5412,0.2492,60.0,75,BACKMARKER,0
2025-08-07,TRACK_11,4,1000,Soft5,CL2,HORSE_251_4,5,8,60.4,JOCKEY_74,TRAINER_31,JOCKEY_1 / TRAINER_3,14.77,15.39,-0.62,0.2187,0.3844,0.2358,88.0,24,LEADER,0
2025-08-07,TRACK_11,4,1000,Soft5,CL2,HORSE_251_5,6,4,57.2,JOCKEY_62,TRAINER_31,JOCKEY_23 / TRAINER_37,22.69,21.86,0.82,0.287,0.4656,0.0797,93.0,95,BACKMARKER,0
2025-08-07,TRACK_11,4,1000,Soft5,CL2,HORSE_251_6,7,1,59.7,JOCKEY_24,TRAINER_24,JOCKEY_57 / TRAINER_44,26.15,25.09,1.07,0.1506,0.5447,0.138,81.0,28,LEADER,0
2025-08-07,TRACK_11,4,1000,Soft5,CL2,HORSE_251_7,8,2,59.7,JOCKEY_70,TRAINER_13,JOCKEY_52 / TRAINER_16,27.37,27.05,0.32,0.3963,0.6421,0.138,71.0,60,MIDFIELD,0
2025-08-07,TRACK_11,4,1000,Soft5,CL2,HORSE_251_8,9,7,55.1,JOCKEY_29,TRAINER_16,JOCKEY_5 / TRAINER_17,7.72,8.66,-0.94,0.2074,0.3692,0.2082,70.0,26,LEADER,0
2025-08-07,TRACK_11,4,1000,Soft5,CL2,HORSE_251_9,10,12,54.5,JOCKEY_17,TRAINER_13,JOCKEY_71 / TRAINER_20,18.67,18.47,0.19,0.078,0.3985,0.2083,91.0,54,MIDFIELD,0
2025-08-07,TRACK_11,4,1000,Soft5,CL2,HORSE_251_10,11,6,60.7,JOCKEY_70,TRAINER_43,JOCKEY_40 / TRAINER_6,12.2,12.92,-0.72,0.2411,0.5385,0.2389,79.0,66,MIDFIELD,0
2025-08-07,TRACK_11,4,1000,Soft5,CL2,HORSE_251_11,12,5,59.6,JOCKEY_12,TRAINER_39,JOCKEY_57 / TRAINER_33,1.57,1.42,0.15,0.3238,0.6198,0.2937,101.0,20,LEADER,1
2025-08-07,TRACK_11,4,1000,Soft5,CL2,HORSE_251_12,13,11,55.4,JOCKEY_69,TRAINER_2,JOCKEY_49 / TRAINER_26,12.35,11.06,1.3,0.3414,0.502,0.2947,103.0,33,LEADER,0
2025-04-25,TRACK_12,5,1100,Soft7,CL1,HORSE_252_0,1,12,58.0,JOCKEY_27,TRAINER_4,JOCKEY_53 / TRAINER_10,37.75,37.55,0.2,0.0367,0.322,0.008,70.0,87,BACKMARKER,0
2025-04-25,TRACK_12,5,1100,Soft7,CL1,HORSE_252_1,2,5,61.7,JOCKEY_74,TRAINER_33,JOCKEY_49 / TRAINER_8,11.38,12.45,-1.08,0.0355,0.3688,0.2492,94.0,25,LEADER,0
2025-04-25,TRACK_12,5,1100,Soft7,CL1,HORSE_252_2,3,3,59.2,JOCKEY_42,TRAINER_38,JOCKEY_73 / TRAINER_8,10.5,9.27,1.23,0.2686,0.455,0.0076,70.0,80,BACKMARKER,0
2025-04-25,TRACK_12,5,1100,Soft7,CL1,HORSE_252_3,4,9,57.7,JOCKEY_34,TRAINER_36,JOCKEY_14 / TRAINER_35,38.13,38.74,-0.61,0.1055,0.2448,0.2806,99.0,57,MIDFIELD,0
2025-04-25,TRACK_12,5,1100,Soft7,CL1,HORSE_252_4,5,6,60.3,JOCKEY_1,TRAINER_46,JOCKEY_9 / TRAINER_35,23.14,23.8,-0.66,0.0897,0.3375,0.1046,80.0,79,BACKMARKER,0
2025-04-25,TRACK_12,5,1100,Soft7,CL1,HORSE_252_5,6,2,58.4,JOCKEY_50,TRAINER_0,JOCKEY_29 / TRAINER_6,11.22,10.14,1.08,0.1556,0.4593,0.2359,76.0,43,MIDFIELD,0
2025-04-25,TRACK_12,5,1100,Soft7,CL1,HORSE_252_6,7,7,57.7,JOCKEY_34,TRAINER_11,JOCKEY_74 / TRAINER_41,1.2,3.25,-2.05,0.161,0.3962,0.009,89.0,31,LEADER,1
2025-04-25,TRACK_12,5,1100,Soft7,CL1,HORSE_252_7,8,13,59.0,JOCKEY_3,TRAINER_34,JOCKEY_50 / TRAINER_6,25.13,26.42,-1.29,0.3918,0.7294,0.0008,87.0,29,LEADER,0
2025-04-25,TRACK_12,5,1100,Soft7,CL1,HORSE_252_8,9,1,58.1,JOCKEY_63,TRAINER_40,JOCKEY_51 / TRAINER_37,6.15,5.42,0.73,0.133,0.4047,0.2195,82.0,15,LEADER,0
2025-04-25,TRACK_12,5,1100,Soft7,CL1,HORSE_252_9,10,14,59.1,JOCKEY_67,TRAINER_3,JOCKEY_19 / TRAINER_3,18.86,18.68,0.18,0.3344,0.4741,0.1336,90.0,88,BACKMARKER,0
2025-04-25,TRACK_12,5,1100,Soft7,CL1,HORSE_252_10,11,11,60.4,JOCKEY_74,TRAINER_47,JOCKEY_6 / TRAINER_24,8.8,10.12,-1.32,0.2473,0.4675,0.2194,71.0,38,MIDFIELD,0
2025-04-25,TRACK_12,5,1100,Soft7,CL1,HORSE_252_11,12,10,57.7,JOCKEY_46,TRAINER_20,JOCKEY_52 / TRAINER_28,28.55,30.42,-1.87,0.3555,0.5224,0.228,96.0,96,BACKMARKER,0
2025-04-25,TRACK_12,5,1100,Soft7,CL1,HORSE_252_12,13,4,57.3,JOCKEY_66,TRAINER_27,JOCKEY_73 / TRAINER_24,37.4,37.16,0.24,0.3773,0.667,0.1388,87.0,30,LEADER,0
2025-04-25,TRACK_12,5,1100,Soft7,CL1,HORSE_252_13,14,15,58.5,JOCKEY_46,TRAINER_18,JOCKEY_74 / TRAINER_7,30.8,30.21,0.59,0.1371,0.3117,0.0341,69.0,41,MIDFIELD,0
2025-04-25,TRACK_12,5,1100,Soft7,CL1,HORSE_252_14,15,8,61.2,JOCKEY_36,TRAINER_47,JOCKEY_78 / TRAINER_30,19.64,18.38,1.25,0.3274,0.4664,0.0453,104.0,89,BACKMARKER,0
2025-07-05,TRACK_13,6,2000,Firm2,CL5,HORSE_253_0,1,10,58.9,JOCKEY_16,TRAINER_0,JOCKEY_11 / TRAINER_12,38.4,38.43,-0.03,0.1992,0.4479,0.1398,75.0,21,LEADER,0
2025-07-05,TRACK_13,6,2000,Firm2,CL5,HORSE_253_1,2,5,54.8,JOCKEY_28,TRAINER_18,JOCKEY_2 / TRAINER_29,7.54,8.95,-1.4,0.2323,0.5957,0.067,101.0,73,BACKMARKER,0
2025-07-05,TRACK_13,6,2000,Firm2,CL5,HORSE_253_2,3,11,56.8,JOCKEY_51,TRAINER_26,JOCKEY_16 / TRAINER_15,1.2,2.47,-1.27,0.0859,0.4617,0.28,90.0,25,LEADER,1
2025-07-05,TRACK_13,6,2000,Firm2,CL5,HORSE_253_3,4,14,54.7,JOCKEY_72,TRAINER_44,JOCKEY_64 / TRAINER_13,13.72,13.24,0.49,0.0312,0.3566,0.0863,101.0,88,BACKMARKER,0
2025-07-05,TRACK_13,6,2000,Firm2,CL5,HORSE_253_4,5,3,61.4,JOCKEY_53,TRAINER_3,JOCKEY_30 / TRAINER_28,9.29,10.16,-0.87,0.0085,0.1796,0.1399,63.0,43,MIDFIELD,0
2025-07-05,TRACK_13,6,2000,Firm2,CL5,HORSE_253_5,6,9,57.2,JOCKEY_74,TRAINER_34,JOCKEY_32 / TRAINER_29,18.69,20.02,-1.33,0.0776,0.4349,0.2713,90.0,10,LEADER,0
2025-07-05,TRACK_13,6,2000,Firm2,CL5,HORSE_253_6,7,6,59.8,JOCKEY_55,TRAINER_46,JOCKEY_46 / TRAINER_47,21.47,22.23,-0.76,0.004,0.1864,0.1699,75.0,36,MIDFIELD,0
2025-07-05,TRACK_13,6,2000,Firm2,CL5,HORSE_253_7,8,13,61.4,JOCKEY_68,TRAINER_21,JOCKEY_62 / TRAINER_32,7.23,5.87,1.36,0.3197,0.6518,0.0334,68.0,84,BACKMARKER,0
2025-07-05,TRACK_13,6,2000,Firm2,CL5,HORSE_253_8,9,2,56.5,JOCKEY_46,TRAINER_39,JOCKEY_50 / TRAINER_2,26.63,26.02,0.61,0.3279,0.7149,0.1664,68.0,92,BACKMARKER,0
2025-07-05,TRACK_13,6,2000,Firm2,CL5,HORSE_253_9,10,1,54.7,JOCKEY_38,TRAINER_43,JOCKEY_69 / TRAINER_44,29.2,27.18,2.02,0.3838,0.7291,0.2256,68.0,47,MIDFIELD,0
2025-07-05,TRACK_13,6,2000,Firm2,CL5,HORSE_253_10,11,12,56.7,JOCKEY_74,TRAINER_8,JOCKEY_27 / TRAINER_30,35.27,35.29,-0.03,0.399,0.7193,0.2193,64.0,98,BACKMARKER,0
2025-07-05,TRACK_13,6,2000,Firm2,CL5,HORSE_253_11,12,8,59.4,JOCKEY_69,TRAINER_31,JOCKEY_55 / TRAINER_44,24.42,25.24,-0.82,0.0045,0.3848,0.1452,80.0,30,LEADER,0
